repo,contract_id,symbol,file,line_start,line_end,extraction_reason,n_callers,n_public_ancestors
toolz,toolz/functoolz.py::PRIVATE_BEHAVIOR_CONTRACT::_check_sigspec,_check_sigspec,toolz/functoolz.py,825,844,MULTI_SIGNAL,6,6
toolz,toolz/itertoolz.py::PRIVATE_BEHAVIOR_CONTRACT::_merge_sorted_binary,_merge_sorted_binary,toolz/itertoolz.py,135,172,MULTI_SIGNAL,2,1
toolz,toolz/itertoolz.py::PRIVATE_BEHAVIOR_CONTRACT::_merge_sorted_binary_key,_merge_sorted_binary_key,toolz/itertoolz.py,175,215,MULTI_SIGNAL,2,1
toolz,toolz/itertoolz.py::PRIVATE_BEHAVIOR_CONTRACT::_get,_get,toolz/itertoolz.py,407,411,MULTI_SIGNAL,2,2
pyparsing,examples/LAparser.py::PRIVATE_BEHAVIOR_CONTRACT::_assignfunc,_assignfunc,examples/LAparser.py,264,273,PUBLIC_CALL_PATH,3,3
pyparsing,examples/LAparser.py::PRIVATE_BEHAVIOR_CONTRACT::_evaluateStack,_evaluateStack,examples/LAparser.py,292,302,PUBLIC_CALL_PATH,4,3
pyparsing,examples/bigquery_view_parser.py::PRIVATE_BEHAVIOR_CONTRACT::BigQueryViewParser._parse,BigQueryViewParser._parse,examples/bigquery_view_parser.py,50,55,PUBLIC_CALL_PATH,4,4
pyparsing,examples/booleansearchparser.py::PRIVATE_BEHAVIOR_CONTRACT::BooleanSearchParser._split_words,BooleanSearchParser._split_words,examples/booleansearchparser.py,294,313,PUBLIC_CALL_PATH,1,1
pyparsing,examples/delta_time.py::PRIVATE_BEHAVIOR_CONTRACT::_now,_now,examples/delta_time.py,79,80,PUBLIC_CALL_PATH,7,1
pyparsing,examples/tiny/tiny_engine.py::PRIVATE_BEHAVIOR_CONTRACT::TinyEngine._write,TinyEngine._write,examples/tiny/tiny_engine.py,147,148,PUBLIC_CALL_PATH,1,1
pyparsing,examples/tiny/tiny_engine.py::PRIVATE_BEHAVIOR_CONTRACT::TinyEngine._writeln,TinyEngine._writeln,examples/tiny/tiny_engine.py,150,151,PUBLIC_CALL_PATH,1,1
pyparsing,examples/tiny/tiny_engine.py::PRIVATE_BEHAVIOR_CONTRACT::TinyEngine._default_for,TinyEngine._default_for,examples/tiny/tiny_engine.py,320,321,PUBLIC_CALL_PATH,2,2
pyparsing,examples/tiny/tiny_engine.py::PRIVATE_BEHAVIOR_CONTRACT::TinyEngine._infer_type_from_value,TinyEngine._infer_type_from_value,examples/tiny/tiny_engine.py,323,333,PUBLIC_CALL_PATH,2,2
pyparsing,examples/tiny/tiny_engine.py::PRIVATE_BEHAVIOR_CONTRACT::TinyEngine._coerce,TinyEngine._coerce,examples/tiny/tiny_engine.py,335,350,PUBLIC_CALL_PATH,5,4
pyparsing,examples/tiny/tiny_engine.py::PRIVATE_BEHAVIOR_CONTRACT::TinyEngine._to_number,TinyEngine._to_number,examples/tiny/tiny_engine.py,352,379,PUBLIC_CALL_PATH,2,1
pyparsing,examples/tiny/tiny_engine.py::PRIVATE_BEHAVIOR_CONTRACT::TinyEngine._apply_op,TinyEngine._apply_op,examples/tiny/tiny_engine.py,381,416,PUBLIC_CALL_PATH,1,1
pyparsing,examples/tiny/tiny_repl.py::PRIVATE_BEHAVIOR_CONTRACT::_build_nodes_from_stmt_seq,_build_nodes_from_stmt_seq,examples/tiny/tiny_repl.py,51,61,PUBLIC_CALL_PATH,1,1
pyparsing,examples/tiny/tiny_repl.py::PRIVATE_BEHAVIOR_CONTRACT::_load_functions_from_file,_load_functions_from_file,examples/tiny/tiny_repl.py,64,115,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::_should_enable_warnings,_should_enable_warnings,pyparsing/core.py,187,201,DYNAMICALLY_COVERED,0,0
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::_trim_arity,_trim_arity,pyparsing/core.py,264,325,MULTI_SIGNAL,5,4
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::ParserElement._setResultsName,ParserElement._setResultsName,pyparsing/core.py,667,676,MULTI_SIGNAL,3,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::ParserElement._skipIgnorables,ParserElement._skipIgnorables,pyparsing/core.py,888,907,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::ParserElement._parseNoCache,ParserElement._parseNoCache,pyparsing/core.py,928,1027,DYNAMICALLY_COVERED,1,0
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::ParserElement._parseCache,ParserElement._parseCache,pyparsing/core.py,1095,1141,DYNAMICALLY_COVERED,0,0
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::ParserElement._generateDefaultName,ParserElement._generateDefaultName,pyparsing/core.py,2150,2153,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::ParserElement._checkRecursion,ParserElement._checkRecursion,pyparsing/core.py,2215,2218,PUBLIC_CALL_PATH,2,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::_PendingSkip._generateDefaultName,_PendingSkip._generateDefaultName,pyparsing/core.py,2651,2652,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Token._generateDefaultName,Token._generateDefaultName,pyparsing/core.py,2692,2693,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Literal._generateDefaultName,Literal._generateDefaultName,pyparsing/core.py,2763,2764,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Empty._generateDefaultName,Empty._generateDefaultName,pyparsing/core.py,2784,2785,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Keyword._generateDefaultName,Keyword._generateDefaultName,pyparsing/core.py,2884,2885,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::CloseMatch._generateDefaultName,CloseMatch._generateDefaultName,pyparsing/core.py,3069,3070,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Word._generateDefaultName,Word._generateDefaultName,pyparsing/core.py,3328,3354,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Regex._generateDefaultName,Regex._generateDefaultName,pyparsing/core.py,3557,3559,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::QuotedString._generateDefaultName,QuotedString._generateDefaultName,pyparsing/core.py,3814,3820,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::CharsNotIn._generateDefaultName,CharsNotIn._generateDefaultName,pyparsing/core.py,3936,3941,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::White._generateDefaultName,White._generateDefaultName,pyparsing/core.py,4020,4021,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Tag._generateDefaultName,Tag._generateDefaultName,pyparsing/core.py,4290,4291,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::ParseExpression._generateDefaultName,ParseExpression._generateDefaultName,pyparsing/core.py,4380,4381,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::ParseExpression._setResultsName,ParseExpression._setResultsName,pyparsing/core.py,4446,4471,MULTI_SIGNAL,3,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::And._checkRecursion,And._checkRecursion,pyparsing/core.py,4662,4667,PUBLIC_CALL_PATH,2,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::And._generateDefaultName,And._generateDefaultName,pyparsing/core.py,4669,4674,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Or._generateDefaultName,Or._generateDefaultName,pyparsing/core.py,4812,4813,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Or._setResultsName,Or._setResultsName,pyparsing/core.py,4815,4836,PUBLIC_CALL_PATH,3,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::MatchFirst._generateDefaultName,MatchFirst._generateDefaultName,pyparsing/core.py,4924,4925,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::MatchFirst._setResultsName,MatchFirst._setResultsName,pyparsing/core.py,4927,4948,MULTI_SIGNAL,3,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Each._generateDefaultName,Each._generateDefaultName,pyparsing/core.py,5132,5133,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::ParseElementEnhance._checkRecursion,ParseElementEnhance._checkRecursion,pyparsing/core.py,5229,5234,PUBLIC_CALL_PATH,2,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::ParseElementEnhance._generateDefaultName,ParseElementEnhance._generateDefaultName,pyparsing/core.py,5249,5250,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::NotAny._generateDefaultName,NotAny._generateDefaultName,pyparsing/core.py,5657,5658,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::_MultipleMatch._setResultsName,_MultipleMatch._setResultsName,pyparsing/core.py,5723,5746,PUBLIC_CALL_PATH,3,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::OneOrMore._generateDefaultName,OneOrMore._generateDefaultName,pyparsing/core.py,5790,5791,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::ZeroOrMore._generateDefaultName,ZeroOrMore._generateDefaultName,pyparsing/core.py,5826,5827,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::DelimitedList._generateDefaultName,DelimitedList._generateDefaultName,pyparsing/core.py,5898,5900,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Opt._generateDefaultName,Opt._generateDefaultName,pyparsing/core.py,5986,5991,MULTI_SIGNAL,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::SkipTo._update_ignorer,SkipTo._update_ignorer,pyparsing/core.py,6092,6098,MULTI_SIGNAL,2,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Forward._generateDefaultName,Forward._generateDefaultName,pyparsing/core.py,6394,6409,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/core.py::PRIVATE_BEHAVIOR_CONTRACT::Forward._setResultsName,Forward._setResultsName,pyparsing/core.py,6424,6439,MULTI_SIGNAL,3,1
pyparsing,pyparsing/diagram/__init__.py::PRIVATE_BEHAVIOR_CONTRACT::_make_bookmark,_make_bookmark,pyparsing/diagram/__init__.py,63,82,PUBLIC_CALL_PATH,3,2
pyparsing,pyparsing/diagram/__init__.py::PRIVATE_BEHAVIOR_CONTRACT::_worth_extracting,_worth_extracting,pyparsing/diagram/__init__.py,440,446,PUBLIC_CALL_PATH,2,1
pyparsing,pyparsing/diagram/__init__.py::PRIVATE_BEHAVIOR_CONTRACT::_to_diagram_element,_to_diagram_element,pyparsing/diagram/__init__.py,510,761,PUBLIC_CALL_PATH,2,1
pyparsing,pyparsing/exceptions.py::PRIVATE_BEHAVIOR_CONTRACT::ParseBaseException._from_exception,ParseBaseException._from_exception,pyparsing/exceptions.py,133,138,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/helpers.py::PRIVATE_BEHAVIOR_CONTRACT::_suppression,_suppression,pyparsing/helpers.py,19,23,MULTI_SIGNAL,1,1
pyparsing,pyparsing/helpers.py::PRIVATE_BEHAVIOR_CONTRACT::_makeTags,_makeTags,pyparsing/helpers.py,638,694,MULTI_SIGNAL,2,2
pyparsing,pyparsing/results.py::PRIVATE_BEHAVIOR_CONTRACT::ParseResults._asStringList,ParseResults._asStringList,pyparsing/results.py,602,611,MULTI_SIGNAL,2,1
pyparsing,pyparsing/unicode.py::PRIVATE_BEHAVIOR_CONTRACT::unicode_set._chars_for_ranges,unicode_set._chars_for_ranges,pyparsing/unicode.py,56,63,DYNAMICALLY_COVERED,0,0
pyparsing,pyparsing/util.py::PRIVATE_BEHAVIOR_CONTRACT::_escape_regex_range_chars,_escape_regex_range_chars,pyparsing/util.py,179,185,MULTI_SIGNAL,3,2
pyparsing,pyparsing/util.py::PRIVATE_BEHAVIOR_CONTRACT::_is_iterable,_is_iterable,pyparsing/util.py,225,235,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/util.py::PRIVATE_BEHAVIOR_CONTRACT::_escape_re_range_char,_escape_re_range_char,pyparsing/util.py,238,239,DYNAMICALLY_COVERED,0,0
pyparsing,pyparsing/util.py::PRIVATE_BEHAVIOR_CONTRACT::_collapse_string_to_ranges,_collapse_string_to_ranges,pyparsing/util.py,242,327,MULTI_SIGNAL,3,1
pyparsing,pyparsing/util.py::PRIVATE_BEHAVIOR_CONTRACT::_flatten,_flatten,pyparsing/util.py,330,342,MULTI_SIGNAL,7,6
pyparsing,pyparsing/util.py::PRIVATE_BEHAVIOR_CONTRACT::_convert_escaped_numerics_to_char,_convert_escaped_numerics_to_char,pyparsing/util.py,345,352,PUBLIC_CALL_PATH,1,1
pyparsing,pyparsing/util.py::PRIVATE_BEHAVIOR_CONTRACT::_to_pep8_name,_to_pep8_name,pyparsing/util.py,495,497,MULTI_SIGNAL,1,1
